questionID,passID,topID,subtopID,conID,passOrder,passTitle,questionText,choiceA,choiceB,choiceC,choiceD,correctAns
1031022,103102,1,103,1,2,pTitle0103102,"A teenager is having trouble keeping up in class. When he visits his eye doctor for a new
pair of glasses, a thorough exam shows that he has keratoconus. What are the symptoms
of keratoconus?",blurring and distortion of vision,increased sensitivity to movement,eye dryness,inability to close the eyes,a
1031023,103102,1,103,1,2,pTitle0103102,"Slit lamp, together with corneal topography, can be used to diagnose most cases of
keratoconus (T/F)",TRUE,FALSE,"","",a
1031031,103103,1,103,1,3,pTitle0103103,Which part of the eye is most affected in someone diagnosed with Fuchs' dystrophy?,iris,retinal ganglia,inner surface of cornea,outer layer of sclera,c
1031032,103103,1,103,1,3,pTitle0103103,Which of the following population is more likely to be predisposed to Fuchs' dystrophy?,a teenager on the swim team,a young adult who wears glasses,a house wife whose mom has Fuch’s dystrophy,an elderly man who enjoys sun-bathing,c
1031033,103103,1,103,1,3,pTitle0103103,"In Fuchs’ dystrophy, fluid may build up can cause the formation of small blisters (T/F)",TRUE,FALSE,"","",a
1031041,103104,1,103,1,4,pTitle0103104,Which of the following statement is accurate in describing herpes simplex virus?,Type II herpes exposure is usually during childhood,Type I herpes is more common,Type I herpes more often effects the genitals,Type II herpes more often effects the face,b
1031042,103104,1,103,1,4,pTitle0103104,Which of the following factors could reactivate latent herpes?,stress,trauma,certain medications,all of the above,d
1031043,103104,1,103,1,4,pTitle0103104,Corneal transplant may be required only in severe cases of herpes keratitis (T/F),TRUE,FALSE,"","",a
1031051,103105,1,103,1,5,pTitle0103105,"A 60-year-old man has experienced blurry vision for several years, and the doctor found
he has developed cataracts. Before the cataract surgery, how does the doctor measure the
curve of the cornea?",keratoplasty,keratometry,phacoemulsification,incision,b
1031052,103105,1,103,1,5,pTitle0103105,"For patients with cataracts, their cloudy lens is often replaced with an artificial lens made
of plastic, silicone, or acrylic (T/F)",TRUE,FALSE,"","",a
1031053,103105,1,103,1,5,pTitle0103105,"Once a new, clear lens is inserted in a cataract procedure, light can freely pass through
the lens again. What structure does the light focus on?",iris,retina,cornea,none of the above,b
1031061,103106,1,103,1,6,pTitle0103106,"A new type of synthetic cornea was developed by scientists in Sweden, Canada and
California. What is advantageous about this synthetic cornea compared to donor cornea?",it is not limited by shortage of donors,it prevents tissue rejection,it avoids the risk of infection,all of the above,d
1031062,103106,1,103,1,6,pTitle0103106,"The same material that can be used to make synthetic cornea can also be found in tendons
and ligaments in the human body (T/F)",TRUE,FALSE,"","",a
1031063,103106,1,103,1,6,pTitle0103106,"Besides improving vision, what other features are found in the newly developed synthetic
cornea?",respond to touch,kill AIDS virus,better visual focus,UV light filter,a
1031071,103107,1,103,1,7,pTitle0103107,"There are many existing eyedrop products in the pharmacy. Based on recent studies, what
can an eyedrop containing lipid DOPG potentially be used to treat?",fend off bacterial growth on the cornea,aids healing of scratches on the cornea from trauma,decrease near-sightedness,protect radiation from the sun and other UV lights,b
1031072,103107,1,103,1,7,pTitle0103107,"The most common corneal injury is resulted from external trauma, such as include finger
pokes or mascara wands (T/F)",TRUE,FALSE,"","",a
1031073,103107,1,103,1,7,pTitle0103107,"An eye doctor is looking at corneal epithelial cells under the microscope. What is the
tissue structure most similar to?",stacked brick wall,parallel columns,"thin, single-layered sheath",staggered rhombus,a
1031081,103108,1,103,1,8,pTitle0103108,"Pharmaceutical companies often use animal testing for new ophthalmic drugs. When a
drug is tested on rabbits, what is one difference vs. human eye to be considered?",blinking speed,extra corneal layers,cell type,none of the above,a
1031082,103108,1,103,1,8,pTitle0103108,"The less fluid movement over corneal cells, the more flexible and elastic the corneal cells
become due to filament production (T/F)",TRUE,FALSE,"","",b
1031083,103108,1,103,1,8,pTitle0103108,"Emulating blinking eyelid and moving tears may improve ophthalmic drug development
without the use of animal testing. (T/F)",TRUE,FALSE,"","",a
1031091,103109,1,103,1,9,pTitle0103109,"Dry eye syndrome is usually an acute problem that resolves with artificial tears in a few
days (T/F)",TRUE,FALSE,"","",b
1031092,103109,1,103,1,9,pTitle0103109,"For some patients with dry eye, what additional element in eye drops may improve
outcome?",pooled antibodies,surfactants,antibiotics,steroids,a
1031093,103109,1,103,1,9,pTitle0103109,"Severe dry eye can lead to disabling eye pain and sensitivity to light in worse cases. What
population is at greater risk for dry eye?",swimmers,residents in Chicago,the elderly,children,c
1031101,103110,1,103,1,10,pTitle0103110,"To reduce the number of visits to the emergency departments due to keratitis, what can
eye doctors educate their patients about?",sleep hygiene,digital screen time,contact lens hygiene,preventative vaccination,c
1031102,103110,1,103,1,10,pTitle0103110,"The CDC recommends antibiotic-infused contact lenses to reduce the risk of infection
and inflammation of the cornea (T/F)",TRUE,FALSE,"","",b
1031103,103110,1,103,1,10,pTitle0103110,"A college student scheduled an appointment at the university student clinic during finals
week. His chief complaint is eye pain. He has been studying and napping in the library
non-stop. What should be assessed during the visit?",history of falling,contact lens usage,signs of inflammation,all of the above,d
1031111,103111,1,103,1,11,pTitle0103111,"Man-made collagen and synthetic polymer can be used to make artificial cornea.
Advances in 3D printing may create artificial cornea with new organic materials, such as",silicone,stem cells,leukocytes,adipose tissue,b
1031112,103111,1,103,1,11,pTitle0103111,"In 3D printing with bioink, what is used to control the pattern of collagen fibrils?",shear stress,gravity,magnetic force,none of the above,a
1031113,103111,1,103,1,11,pTitle0103111,"Compared to other alternatives, 3D-peinted cornea has the potential to achieve
transparency and safety similar to native human cornea (T/F)",TRUE,FALSE,"","",a
1032011,103201,1,103,2,1,pTitle0103201,"A medical student is reviewing various procedures before shadowing an ophthalmologist.
One of the common procedures is a corneal transplant. What is this also known as?",corneactomy,keratogenesis,keratoplasty,lamellactomy,c
1032012,103201,1,103,2,1,pTitle0103201,Which of the following layers can be found in the cornea,epithelium,stroma,endothelium,all of the above,d
1032013,103201,1,103,2,1,pTitle0103201,What is the procedure that involves transplanting all the layers of the cornea?,penetrating cornea transplant,lamellar transplant,total stromal transplant,pseudo keratoplasty,a
1032014,103201,1,103,2,1,pTitle0103201,"While penetrating transplants can restore vision and reduce pain, lamellar usually only
improve the appearance of a damaged cornea (T/F)",TRUE,FALSE,"","",b
1032015,103201,1,103,2,1,pTitle0103201,"Cornea donation is in ample supply for those who need them, therefore one can easily
elect a surgical procedure (T/F)",TRUE,FALSE,"","",a
1032021,103202,1,103,2,2,pTitle0103202,"While it is an intricate procedure, corneal transplant can typically be done in an out-
patient setting within the same day (T/F)",TRUE,FALSE,"","",a
1032022,103202,1,103,2,2,pTitle0103202,"In corneal transplant, how is the donor tissue usually secured in the patient’s eye?",sewn with suture,fine laser,natural adhesion,skin glue,a
1032023,103202,1,103,2,2,pTitle0103202,"After a corneal procedure, the doctor tells the patient that it may take several months to a
year for healing to take place. Why does corneal transplant heals relatively slowly
compared to many other types of tissues?",unique cell morphology,vitamin deficiency,lack of blood supply,temperature variation,c
1032031,103203,1,103,2,3,pTitle0103203,"Usually, a suture is only used in penetrating keratoplasty but not in lamellar keratoplasty
because more layers are involved (T/F)",TRUE,FALSE,"","",b
1032032,103203,1,103,2,3,pTitle0103203,"A 63-year-old patient has suffered from blurry vision for several years. Upon
examination, the doctor told him that the innermost layer of his cornea is defective. What
procedure is appropriate for him?",penetrating keratoplasty,endothelial keratoplasty,no treatment available,it will recover by itself,b
1032033,103203,1,103,2,3,pTitle0103203,Why is an air bubble left in place under the cornea in a keratoplasty procedure?,to increase the focusing power,to restore eye pressure,to allow tissue healing,none of the above,c
1032041,103204,1,103,2,4,pTitle0103204,Which of the following is not a function served by the epithelium of the cornea?,prevent foreign matter,absorb oxygen,produce tear,focusing light,c
1032042,103204,1,103,2,4,pTitle0103204,"The epithelium is the outermost layer of the cornea consisting of a single cell layer that
allow for diffusion nutrients (T/F)",TRUE,FALSE,"","",b
1032043,103204,1,103,2,4,pTitle0103204,"Why is surgery not always required to replace the epithelial layer of the cornea if it is
only slightly scratched?",it can regenerate,it is non-essential,it is frictionless,it can stretch easily,a
1032051,103205,1,103,2,5,pTitle0103205,"The cornea consists of multiple layers of tissue with different thickness. What is the only
layer that contain blood vessels?",endothelium,epithelium,stroma,none of the above,d
1032052,103205,1,103,2,5,pTitle0103205,"The stroma has approximately 200 layers of collagen tissue, which gives the cornea its
strength and elasticity. However, the stroma is mostly made up of water. (T/F)",TRUE,FALSE,"","",a
1032053,103205,1,103,2,5,pTitle0103205,"Under the microscope, the stroma of the cornea can be seen as arranged collagen fibers
along with sparsely distributed keratocytes. What is the function of these keratocytes?",heal slight damage,adhere the cell layers,sense pain,none of the above,a
1032061,103206,1,103,2,6,pTitle0103206,"In an eye exam, a patient’s stroma is found to be swollen with fluid and hazy. A
dysfunction of which corneal layer may have contributed to this fluid accumulation?",endothelium,epithelium,stroma,none of the above,a
1032062,103206,1,103,2,6,pTitle0103206,"Due to its proximity to nutrient supply and basal stem cells, the endothelium of the
cornea has the greatest regenerative ability (T/F)",TRUE,FALSE,"","",b
1032063,103206,1,103,2,6,pTitle0103206,How does the endothelium maintain fluid balance in the cornea to maintain transparency?,osmosis,evaporation,pumping action,hydroxylation,c
1032071,103207,1,103,2,7,pTitle0103207,"When possible, why is endothelial keratoplasty performed compared to a penetrating
keratoplasty?",faster recovery,fewer complications,structural integrity,all of the above,d
1032072,103207,1,103,2,7,pTitle0103207,Where is the Descemet's membrane found in the human eye?,outside the stroma,inside the endothelium,inside the retina,within the iris,a
1032073,103207,1,103,2,7,pTitle0103207,"One of the key requirements for endothelium donors is a good cell counts, typically at
least 2300 cells/mm2 (T/F)",TRUE,FALSE,"","",a
1032081,103208,1,103,2,8,pTitle0103208,"A legally blind patient requires a Descemet's Stripping endothelium keratoplasty
(DSEK). He is placed in the waitlist of a local eye bank. Where do endothelial cell in eye
banks usually come from?",3D-printed bioink,stem cells,healthy young donors,bovine tissue,c
1032082,103208,1,103,2,8,pTitle0103208,"In DSEK, where is a thin disc containing healthy endothelium cells inserted?",anterior chamber,posterior chamber,vitreous chamber,none of the above,a
1032083,103208,1,103,2,8,pTitle0103208,"The minimal incision to insert healthy cells into the cornea, in a DSEK procedure, is
9mm. (T/F)",TRUE,FALSE,"","",b
1032091,103209,1,103,2,9,pTitle0103209,Why do surgeons tend to harvest DMEK tissue from eyes above 50 years of age only?,Descemet's membrane has better cell count in older donors,Descemet's membrane is too firmly attached in younger donors,Descemet's membrane from younger donors causes tissue rejection,Descemet's membrane is thicker in older donors,b
1032092,103209,1,103,2,9,pTitle0103209,"Compared to DSEK, what is a greater risk of performing DMEK?",primary graft failure,farsightedness,cataracts,all of the above,a
1032093,103209,1,103,2,9,pTitle0103209,DSEK has better visual outcomes in terms of contrast visual acuity than DMEK (T/F),TRUE,FALSE,"","",b
1032101,103210,1,103,2,10,pTitle0103210,"What is the name of a thin layer between the stroma and descemet's membrane, newly
discovered in 2013?",post-descemet's layer,Dua’s layer,peri-descemet's layer,Dek’s layer,b
1032102,103210,1,103,2,10,pTitle0103210,"There is not a strict limitation to donor age when harvesting tissue for Pre-Descemet’s
endothelial keratoplasty (PDEK) (T/F)",TRUE,FALSE,"","",a
1032103,103210,1,103,2,10,pTitle0103210,"PDEK is a newer procedure with lower cell loss during donor tissue preparation than
DMEK (T/F)",TRUE,FALSE,"","",a
1032111,103211,1,103,2,11,pTitle0103211,"Which of the following is not an advantage of lamellar keratoplasty compared to
penetrating keratoplasty?",primary graft failure,stronger eye structure,faster recovery,easier procedure,d
1032112,103211,1,103,2,11,pTitle0103211,"Lamellar keratoplasty has seen much evolution over time. Which of the following
procedure is the newest development?",DSEK,DMEK,PDEK,PLEK,c
1032113,103211,1,103,2,11,pTitle0103211,Lamellar keratoplasty has reduced to need for sutures in the healing process (T/F),TRUE,FALSE,"","",a
1033011,103301,1,103,3,1,pTitle0103301,"A medical student is reviewing various procedures before shadowing an ophthalmologist.
One of the common procedures is a corneal transplant. What is this also known as?",corneactomy,keratogenesis,keratoplasty,lamellactomy,c
1033012,103301,1,103,3,1,pTitle0103302,Which of the following layers can be found in the cornea,epithelium,stroma,endothelium,all of the above,d
1033013,103301,1,103,3,1,pTitle0103303,What is the procedure that involves transplanting all the layers of the cornea?,penetrating cornea transplant,lamellar transplant,total stromal transplant,pseudo keratoplasty,a
1033014,103301,1,103,3,1,pTitle0103304,"While penetrating transplants can restore vision and reduce pain, lamellar usually only
improve the appearance of a damaged cornea (T/F)",TRUE,FALSE,"","",b
1033015,103301,1,103,3,1,pTitle0103305,"Cornea donation is in ample supply for those who need them, therefore one can easily
elect a surgical procedure (T/F)",TRUE,FALSE,"","",a
1041011,104101,1,104,1,1,pTitle0104101,"A secondary liver cancer may start from the stomach or colon, but not the liver itself
(T/F)",TRUE,FALSE,"","",b
1041012,104101,1,104,1,1,pTitle0104101,Which of the following treatment can guarantee complete eradication of cancer cells?,immunotherapy,radiation,chemotherapy,none of the above,d
1041013,104101,1,104,1,1,pTitle0104101,"In a patient with liver cancer, what organ function may be impared?",ability to break down nutrients,ability to store water,ability to maintain blood pressure,all of the above,a
1041014,104101,1,104,1,1,pTitle0104101,"Besides tumor biopsy, there may also be specific markers in the bloodstream that help
doctors diagnose liver cancer (T/F)",TRUE,FALSE,"","",a
1041015,104101,1,104,1,1,pTitle0104101,What is the characteristic of a resectable liver cancer?,early stage,only affect lymph nodes,only spread to blood vessels,when the patient is young,a
1041021,104102,1,104,1,2,pTitle0104102,Which of the following correctly describes the location of the liver?,above the diaphragm,under the right ribs,left of the stomach,variable based on the individual,b
1041022,104102,1,104,1,2,pTitle0104102,"The hepatic artery supplies the majority of the blood and oxygen to the liver, along with
the portal vein (T/F)",TRUE,FALSE,"","",b
1041023,104102,1,104,1,2,pTitle0104102,"The liver produces many of the essential substances to sustain life, except for:",bile,clotting factors,metabolized nutrients,myoglobin,d
1041031,104103,1,104,1,3,pTitle0104103,"A patient with alcohol addiction is told that he has developed cirrhosis. Cirrhosis is a
condition caused by chronic damage to the liver. What other risk factors can potentially
cause this disease?",high blood sugar,viral infection,dehydration,sleep deprivation,b
1041032,104103,1,104,1,3,pTitle0104103,"The Child-Pugh score measures liver function in people with cirrhosis. Which of the
following is not a factor being measured?",bilirubin,albumin,serotonin,prothrombin time,c
1041033,104103,1,104,1,3,pTitle0104103,"Based on the Child-Pugh scoring system, class C is most likely to demonstrate symptoms
such as brain dysfunction and abdominal fluid accumulation. (T/F)",TRUE,FALSE,"","",a
1041041,104104,1,104,1,4,pTitle0104104,"HBV or HCV chronic infection is a significant risk factor for liver cancer. These viruses
can be prevented by what practices?",condoms use,food hygiene,face masks,all of the above,a
1041042,104104,1,104,1,4,pTitle0104104,"Based on guideline from the Centers for Disease Control and Prevention (CDC), which
hepatitis vaccine is recommended for all children?",HAV,HBV,HCV,HDV,b
1041043,104104,1,104,1,4,pTitle0104104,"Blood transfusions remains one of the greatest risk factors for liver cancer due to the
transmission of HBV. (T/F)
",TRUE,FALSE,"","",b
1041051,104105,1,104,1,5,pTitle0104105,What demographic is most susceptible to develop benign tumor in the liver?,elderly male,elderly female,young male,young female,d
1041052,104105,1,104,1,5,pTitle0104105,"There are many types of abnormal growths in the liver that may not be malignant in
nature. Which of the following is not a benign tumor?",hemangioma,hemangiosarcoma,adenoma,none of the above,b
1041053,104105,1,104,1,5,pTitle0104105,"Women on birth control pills have a higher likelihood of developing hepatic adenoma
(T/F)",TRUE,FALSE,"","",a
1041061,104106,1,104,1,6,pTitle0104106,"Eating which of the following foods have been linked to decreased risks of developing
hepatocellular carcinoma?",collagen fiber,cereal fiber,fruit fiber,vegetable fiber,b
1041062,104106,1,104,1,6,pTitle0104106,"Whole grain fiber definitely causes a lower risk of liver cancer by protecting hepatocytes
from inflammation (T/F)",TRUE,FALSE,"","",b
1041063,104106,1,104,1,6,pTitle0104106,"The American Cancer Society recommends adding whole grains to diets. What are good
sources of whole grain?",quinoa,bulgur,popcorn,all of the above,d
1041071,104107,1,104,1,7,pTitle0104107,"TP53 is often called a gatekeeper gene and is involved in many types of cancers. What
happens to a cell if the TP53 is highly activated?",cell division is suppressed,cell division gets out of control,cell grows at a higher rate,cancer cells are killed,a
1041072,104107,1,104,1,7,pTitle0104107,"Aflatoxin can be found in certain type of fungus that spreads through spored. How does
aflatoxin play a role in liver cancer?",damage TP53 gene,activate TP53 gene,increase nutrient channels,destabilize cell membrane,a
1041073,104107,1,104,1,7,pTitle0104107,"Viruses may cause certain cancers. One way is by inserting its genes into a liver cell's
DNA, where it may turn on the cell's oncogenes (T/F)",TRUE,FALSE,"","",a
1041081,104108,1,104,1,8,pTitle0104108,Which of the following demographic has the highest increase in death from liver cancer?,men with college degree,men without college degree,women with college degree,women without college degree,b
1041082,104108,1,104,1,8,pTitle0104108,"What are some actionable targets that the government can invests in to decrease death
rate associated with liver cancer?",reduce obesity,reduce type 2 diabetes,improve hepatitis C testing,all of the above,d
1041083,104108,1,104,1,8,pTitle0104108,"Study has shown that the risk of dying from liver cancer quadruples for those without a
college degree compared to those with one (T/F)",TRUE,FALSE,"","",b
1041091,104109,1,104,1,9,pTitle0104109,"A man recently noticed fullness in his right upper abdomen. He proceeds to visit the
doctor and was subsequently diagnosed with liver cancer. What other symptoms is he
likely experiencing?",hair loss,racing heart beat,increased appetite,breast enlargement,d
1041092,104109,1,104,1,9,pTitle0104109,"Why might the detection of liver cancer be detected later than some of the other types of
cancer?",liver cancer tends to resolve by itself,signs and symptoms appear at later stage,"liver cancer tends to affect healthy, young adults",all of the above,b
1041093,104109,1,104,1,9,pTitle0104109,"Liver cancer can cause constipation indirectly by producing hormone that increases
calcium level (T/F)",TRUE,FALSE,"","",a
1041101,104110,1,104,1,10,pTitle0104110,"A rise in alpha-fetoprotein (AFP) in a patient can indicate a possibility of liver cancer, but
it is not the definitive indicator. What other causes could increase AFP??",diabetes,down syndrome,pregnancy,none of the above,c
1041102,104110,1,104,1,10,pTitle0104110,"After extensive treatment, a rise in AFP in a patient who was diagnosed with liver cancer
can mean that the cancer is recurring (T/F)",TRUE,FALSE,"","",a
1041103,104110,1,104,1,10,pTitle0104110,"Besides AFP, what other biological markers can be used to detect liver cancer?",liver function test,complete blood count,clotting test,all of the above,d
1041111,104111,1,104,1,11,pTitle0104111, Second cancer is also called recurring cancer. The two often share the same cause (T/F),TRUE,FALSE,"","",b
1041112,104111,1,104,1,11,pTitle0104111,"People who has a history of liver cancer may have an increased risk of developing what
other types of cancer?",brain cancer,breast cancer,kidney cancer,lung cancer,c
1041113,104111,1,104,1,11,pTitle0104111,"According to the American Cancer Society, what types of cancer can be screened?",colorectal,bone,skin,ovarian,a
1042011,104201,1,104,2,1,pTitle0104201,"A secondary liver cancer may start from the stomach or colon, but not the liver itself
(T/F)",TRUE,FALSE,"","",b
1042012,104201,1,104,2,1,pTitle0104201,Which of the following treatment can guarantee complete eradication of cancer cells?,immunotherapy,radiation,chemotherapy,none of the above,d
1042013,104201,1,104,2,1,pTitle0104201,"In a patient with liver cancer, what organ function may be impared?",ability to break down nutrients,ability to store water,ability to maintain blood pressure,all of the above,a
1042014,104201,1,104,2,1,pTitle0104201,"Besides tumor biopsy, there may also be specific markers in the bloodstream that help
doctors diagnose liver cancer (T/F)",TRUE,FALSE,"","",a
1042015,104201,1,104,2,1,pTitle0104201,What is the characteristic of a resectable liver cancer?,early stage,only affect lymph nodes,only spread to blood vessels,when the patient is young,a
1042021,104202,1,104,2,2,pTitle0104202,"Liver cancer can be respectable or unresectable. Unresectable cancers means that cancer
that have already spread to lymph nodes or distant sites. (T/F)",TRUE,FALSE,"","",b
1042022,104202,1,104,2,2,pTitle0104202,"While the waitlist for liver transplant may be long, who could be good candidates for a
liver transplant?",a patient with extensive liver cirrhosis,a patient with most alcohol consumption,a patient of higher economic status,all of the above,a
1042023,104202,1,104,2,2,pTitle0104202,What could be considered as a treatment for patients who cannot tolerate drug therapy?,chemotherapy,ablation,gene therapy,anti-virals,b
1042031,104203,1,104,2,3,pTitle0104203,"Partial hepatectomy can be considered for people with good liver function. It may not
benefit those who are too sick for surgery and who have multiple tumors (T/F)",TRUE,FALSE,"","",a
1042032,104203,1,104,2,3,pTitle0104203,What is an initial test to determine if a liver cancer can be removed surgically?,complete blood count,laparoscopic exploration,imaging,palpation,c
1042033,104203,1,104,2,3,pTitle0104203,What is a potential benefit of performing liver transplant compared to liver resection?,reduced risk of second cancer,reduced risk of infection,increased liver enzymes,increased clotting factors,a
1042041,104204,1,104,2,4,pTitle0104204,"Compared to liver resection, ablation is treatment that destroys liver tumors without
removing them. What kinds of tumor can be good candidates?",isolated from blood vessels,less than 3cm,easily accessible,all of the above,d
1042042,104204,1,104,2,4,pTitle0104204,General anesthesia is not required for ablation because it is done without surgery. (T/F),TRUE,FALSE,"","",b
1042043,104204,1,104,2,4,pTitle0104204,What imaging is commonly used to help guide ablation procedures?,ultrasound,MRI,plain X-ray,OCT,a
1042051,104205,1,104,2,5,pTitle0104205," Embolization can be used to target liver tumor supplied by the hepatic artery, while sparing
the rest of the liver that gets oxygen from the portal vein (T/F)",TRUE,FALSE,"","",a
1042052,104205,1,104,2,5,pTitle0104205,"Why is embolization used to remove certain tumors, as opposed to ablation?",patient preference,less side effects,large tumor size,less pain,c
1042053,104205,1,104,2,5,pTitle0104205,"Before receiving embolization for his stage 2 tumor, a patient is informed by the doctor
regarding potential side effects. What are some potential side effects?",abdominal pain,infection in the liver,blood clots,all of the above,d
1042061,104206,1,104,2,6,pTitle0104206,"Large liver tumors can sometimes be treated with embolization. In this procedure, what is
inserted into an artery in the inner thigh through a small cut?",a needle,a catheter,a radiator,a thermometer,b
1042062,104206,1,104,2,6,pTitle0104206,"Besides blocking the blood supply to the liver cancer, embolization can also be used in
conjunction with what other techniques?",cryotherapy,chemotherapy,immunotherapy,ablation,b
1042063,104206,1,104,2,6,pTitle0104206,"Due to the high risk of radioactive toxicity, patients receiving embolization should be
receiving radiation therapy (T/F)",TRUE,FALSE,"","",b
1042071,104207,1,104,2,7,pTitle0104207,"In external beam radiation therapy, small particles with radioactivity is applied to the skin
and absorbed by the blood stream (T/F)",TRUE,FALSE,"","",b
1042072,104207,1,104,2,7,pTitle0104207," Despite effecting only local tumors, radiation therapy can carry the risks of diarrhea,
fatigue, and loss of appetite. Patients often lose weight during treatment (T/F)",TRUE,FALSE,"","",a
1042073,104207,1,104,2,7,pTitle0104207,"Which technique allow radioactive substances to enter into the hepatic artery, thereby
killing liver cancer?",ablation,embolization,chemotherapy,none of the above,b
1042081,104208,1,104,2,8,pTitle0104208,"As an aggressive treatment. chemo drugs tend to have the best long-term patient outcome
because it completely eradicates systemic cancer cells, (T/F)",TRUE,FALSE,"","",b
1042082,104208,1,104,2,8,pTitle0104208,"Permanent cells that divide slowly, such as nerve cells, are especially prone to be damaged
by chemo drugs, causing significant pain symptoms during therapy (T/F)",TRUE,FALSE,"","",b
1042083,104208,1,104,2,8,pTitle0104208,"A late-stage liver cancer patient has been receiving chemo therapy for 4 weeks. He has
lost most of his hair and exhibited many other common side effects. Which of the
following is not a common side effect from chemotherapy?",diarrhea,loss of appetite,nausea,wheezing,d
1042091,104209,1,104,2,9,pTitle0104209,"Different chemotherapy drugs may have different routs of administration, such as",oral,IV,infusion,all of the above,d
1042092,104209,1,104,2,9,pTitle0104209,"Due to the localized effect of hepatic artery infusion, patients are spared from common
side effects such as nausea and vomiting (T/F)",TRUE,FALSE,"","",b
1042093,104209,1,104,2,9,pTitle0104209,"A patient with liver cancer asks about the duration of his chemo treatment, and learns that
he will have several weeks of drugless period in between treatments. Why is rest period
programmed into cycles of chemotherapy?",for the drug to exert its effect,for patient to recover from drug effects,for the doctor to take a break,none of the above,b
1042101,104210,1,104,2,10,pTitle0104210," Increased kinase activity can inhibit cancer growth because kinases stop the cell cycle
(T/F)",TRUE,FALSE,"","",b
1042102,104210,1,104,2,10,pTitle0104210,"Targeted drugs have different functions from chemotherapy drugs and often have different
side effects. What is a mechanism used by target therapy to prevent cancer growth?",stimulate macrophages,increase ATP synthesis,decrease blood vessels growth,promote healthy cell growth,c
1042103,104210,1,104,2,10,pTitle0104210,What category of cancer drug does man-made antibodies fall into?,chemotherapy,target therapy,antimicrobial therapy,none of the above,b
1042111,104211,1,104,2,11,pTitle0104211,"Patient should not receive additional chemotherapy after their treatment is over because of
the significant toxic side effects that come with it (T/F)",TRUE,FALSE,"","",b
1042112,104211,1,104,2,11,pTitle0104211,"A man just went through 2 months of intense chemotherapy, and he has been free of liver
cancer biomarkers for several weeks. However, he is recommended to schedule regular
follow-ups. What is the purpose for these follow-ups?",check for cancer recurrence,screen for spread to distant sites,assess need for additional treatments,all of the above,d
1042113,104211,1,104,2,11,pTitle0104211,"What diagnostic modality may the doctor use to check for cancer recurrence after treatment
is completed?",stool sample,biopsy,regular imaging and blood tests,none of the above,c
1043011,104301,1,104,3,1,pTitle0104301,"A secondary liver cancer may start from the stomach or colon, but not the liver itself
(T/F)",TRUE,FALSE,"","",b
1043012,104301,1,104,3,1,pTitle0104302,Which of the following treatment can guarantee complete eradication of cancer cells?,immunotherapy,radiation,chemotherapy,none of the above,d
1043013,104301,1,104,3,1,pTitle0104303,"In a patient with liver cancer, what organ function may be impared?",ability to break down nutrients,ability to store water,ability to maintain blood pressure,all of the above,a
1043014,104301,1,104,3,1,pTitle0104304,"Besides tumor biopsy, there may also be specific markers in the bloodstream that help
doctors diagnose liver cancer (T/F)",TRUE,FALSE,"","",a
1043015,104301,1,104,3,1,pTitle0104305,What is the characteristic of a resectable liver cancer?,early stage,only affect lymph nodes,only spread to blood vessels,when the patient is young,a
1051011,105101,1,105,1,1,pTitle0105101,"The small intestine contains many layers, and it is made up of both the colon and rectum
(T/F)",TRUE,FALSE,"","",b
1051012,105101,1,105,1,1,pTitle0105101,"A patient is diagnosed with colorectal cancer. In the clinic, he appears pale and tired. Lab
results show low blood count. How can colorectal cancer cause low red blood sells over
time if it is not treated?",it prevents cell formation in the bone marrow,cancer cells produce toxins that destructs blood cells,bleeding through the digestive tack,none of the above,c
1051013,105101,1,105,1,1,pTitle0105101,"Screening for colorectal cancer has the potential to save lives. What is an effective
screening method?",ultrasound,metabolic panel,colonoscopy,all of the above,c
1051014,105101,1,105,1,1,pTitle0105101,"Colorectal cancer can progress to different stages. What does the stage of a tumor depend
on?",depth of infiltration,cell architecture,genetic mutation,blood count,a
1051015,105101,1,105,1,1,pTitle0105101,"if colorectal cancer has spread to multiple body organs, a systemic therapy is more suited
for treatment (T/F)",TRUE,FALSE,"","",a
1051021,105102,1,105,1,2,pTitle0105102,"While cancers can originate from different sites in the body, what is a characteristic they
share in common?",the speed of progression,the type of mutation,finding of abnormal cells,the prognosis of the disease,c
1051022,105102,1,105,1,2,pTitle0105102,"A biology student is given several images of biopsy samples from a deceased patient.
What kind of image could reveal that the patient died from cancer?",high growth without order,"small, dark staining nucleus",lack of mitochondria,cell swelling and loss of membrane,a
1051023,105102,1,105,1,2,pTitle0105102,"Chemotherapy and surgery are often used together to treat cancer, with greater effect than
used alone (T/F)",TRUE,FALSE,"","",a
1051031,105103,1,105,1,3,pTitle0105103," Most polyp types can be identified by the gastroenterologist by visual inspection without
microscope to determine if they are cancerous (T/F)",TRUE,FALSE,"","",b
1051032,105103,1,105,1,3,pTitle0105103,"A 50-year-old man underwent his first colonoscopy, from which a 1-cm polyp is found
and dissected. What type of tumor could indicate potential pre-cancerous condition?",adenomatous,hyperplastic,hypoplastic,caseous,a
1051033,105103,1,105,1,3,pTitle0105103,"A physician identifies a polyp in a patient, but he cannot tell the grading of the tumor.
What should he do next?",leave it to avoid unnecessary harm,remove it and determine grading,follow up with ultrasound in 2 months,none of the above,b
1051041,105104,1,105,1,4,pTitle0105104," Staging describes the process of determining if the underlying cells of a tumor grow in an
orderly structure or not (T/F)",TRUE,FALSE,"","",b
